,Fossil Fuels,Solar,Wind,Nuclear Fusion,Hydrogen,Other Renewables
2020,79.69719903011018,5.000098604171222,6.082619515307924,0.0,0.9546611298983935,8.265421720512276
2021,76.03066006830402,6.685897119633171,7.178389463977289,0.8037361108412671,1.4768850247758136,7.82443221246846
2022,71.32348632292785,8.915750451372435,8.230405959049762,2.0198866322116893,1.797376169413659,7.713094465024619
2023,66.79127988110088,10.956888294951705,8.936828939703172,2.3499872353186433,2.7764144977111744,8.188601151214437
2024,63.44908803328111,11.702909052443292,10.21291436150411,3.6752780633319944,3.090722505872897,7.869087983566595
2025,59.742464892282364,13.84637167278184,10.955676024227653,3.8416414681751214,3.52738630479592,8.086459637737097
2026,56.368960542171095,14.794379273802729,12.081860287393143,4.863009376378016,3.7107410932650624,8.181049426989965
2027,54.21456855072408,15.861972532881207,12.72763947721237,5.114521248814028,4.303614311067297,7.77768387930101
2028,50.77180202004526,17.80518134755163,13.28282695414573,5.9236057145517975,4.456944527693174,7.7596394360124235
2029,48.08009690905988,18.498085589763537,14.119708985192345,6.234230767108877,4.826845385998725,8.241032362876645
2030,46.6173548409794,19.113795918443945,14.588866671572065,6.380219662360179,4.971251244790618,8.328511661853796
2031,43.82238408547882,20.186849400233683,15.400990112842617,7.188345299051692,5.157346466429029,8.244084635964153
2032,41.51742082574991,21.137148379762273,15.619446235484546,7.533041446019059,5.853227362887637,8.339715750096573
2033,39.62506102106544,22.02718190318254,16.51895585511155,7.6572864736393225,5.816210555931811,8.355304191069342
2034,38.15505530612935,23.01139280749321,16.477599529968128,7.886692328038595,6.168488562163158,8.300771466207578
2035,36.47639071776989,23.341536529586065,17.266222615719,8.097042664938593,6.256481934655432,8.562325537331027
2036,34.508959523178945,24.62166993838312,17.439909569200054,8.315268579371963,6.472010614242249,8.64218177562366
2037,33.12449820078178,25.278662403589546,17.63148603957665,8.843607131266657,6.5816448848119045,8.540101339973475
2038,31.170263724112225,25.409131937316104,18.59330185602302,8.775460121392904,6.983317866974875,9.068524494180883
2039,30.040261676412573,26.16662222504278,18.773635877943644,9.027026235873219,6.94935252384962,9.04310146087816
2040,28.555122500888952,26.551497282591708,19.45550809250296,9.06689203828217,7.128549045482914,9.242431040251292
2041,27.729935259887096,26.862673776545375,20.10835557606578,9.128150288865449,7.198715088865453,8.972170009770842
2042,26.53704897396249,27.3746382955917,19.886024656645493,9.283233154740376,7.6435583927180115,9.275496526341936
2043,25.843749059872668,27.63207223932273,19.995736346847774,9.75121945035156,7.571540294924041,9.205682608681224
2044,24.7879401406541,28.141026103081728,20.504883064254575,9.606992745344247,7.622907117943771,9.336250828721585
2045,23.575325394113598,28.686182196198214,20.75503577136723,9.86712801677145,7.5150355143457634,9.601293107203752
2046,21.995109853429717,29.59467836978242,21.174340679318206,9.952296746192136,7.583800370304752,9.699773980972761
2047,21.88353768335334,29.03716569370516,21.24999476263591,9.8359462927263,8.038551988887486,9.954803578691806
2048,21.154883688760336,29.29071350834092,21.573404695468827,9.911971781738686,8.065342687252032,10.003683638439192
2049,20.372477660803877,29.825835539644885,21.628895173385917,9.891883207231473,7.900390434780785,10.38051798415306
2050,19.357245928370105,30.059163030777768,21.89923215294427,10.288737708304813,8.277096777978288,10.118524401624764
2051,18.855266747521636,30.26203007531786,22.005828818675294,10.118152854063837,8.255843087576512,10.502878416844872
2052,18.029945040562776,30.67044867705851,22.26523132010026,10.208706672656879,8.343651039918175,10.482017249703404
2053,17.498556810180755,31.260119879833514,22.134953417956442,10.061395402980185,8.41503815836235,10.62993633068673
2054,17.652478171118897,31.1066379585817,22.498955390766287,10.141406445055758,8.162715698274928,10.437806336202446
2055,16.339820642416115,31.15479943716228,22.437201150025484,10.667872937485184,8.60027728781381,10.800028545097133
2056,16.149986315865977,31.273895915948824,23.033843566627677,10.267482807443473,8.132821189206677,11.141970204907368
2057,16.009124499629614,31.34008192281242,22.855112914901817,10.187459675109034,8.517151390051096,11.091069597496036
2058,14.887902193775773,31.960921936803498,22.939732636115185,10.462165852616744,8.485618990192743,11.263658390496063
2059,14.705613666263467,31.66548310969748,22.93142836892211,10.708482492995085,8.611332065329064,11.377660296792808
2060,14.361878969041106,31.76197323495959,23.11292615296079,10.194997639045454,8.804051844490795,11.764172159502262
